coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized
Cardano,ADA,0.838396,0.002,0.018,-0.013,784436216.0,26891734979.0,2022-03-17,2.034089105164001e-05,0.013539943638485841,0.034569022430547665
Avalanche,AVAX,79.78,0.002,0.083,0.027,1386901493.0,21282040395.0,2022-03-17,0.001935596413797393,0.02393893558753267,0.027340143201609254
Polkadot,DOT,18.88,0.001,0.02,0.0559999999999999,665211395.0,20667608398.0,2022-03-17,0.00045806041978318016,0.011482035903322625,0.02654836129009896
Binance USD,BUSD,0.999538,-0.001,-0.002,-0.001,3713594658.0,17812484632.0,2022-03-17,2.4250465848806484e-05,0.06409936377223831,0.022869133378662667
Dogecoin,DOGE,0.11685,0.001,0.011,-0.038,364002532.0,15509604862.0,2022-03-17,2.8349766618702356e-06,0.006282950311343272,0.01990154940651972
TerraUSD,UST,1.0,-0.0,-0.001,0.002,566868455.0,15173316373.0,2022-03-17,2.4261674742554178e-05,0.009784564728887462,0.01946819446416745
Shiba Inu,SHIB,2.2354322e-05,-0.002,-0.002,-0.063,435900196.0,12283647613.0,2022-03-17,5.423172859338041e-10,0.007523956652512498,0.01574445047688227
Wrapped Bitcoin,WBTC,40815.68,-0.001,0.0,-0.0279999999999999,257062192.0,11140930359.0,2022-03-17,0.9902567540256788,0.004437081715851867,0.014271898825754777
Cronos,CRO,0.40337,-0.001,0.004,-0.013,64923668.0,10212443722.0,2022-03-17,9.786431719422819e-06,0.0011206300621945872,0.013075413408580738
Polygon,MATIC,1.46,0.009,0.012,-0.031,584477121.0,10031137796.0,2022-03-17,3.5422045140691085e-05,0.010088503201290835,0.012841775262524968
Dai,DAI,1.0,0.0,0.001,0.0,233460109.0,9445061382.0,2022-03-17,2.4261674742554178e-05,0.0040296924762264685,0.012086533501624263
Cosmos Hub,ATOM,28.48,0.005,-0.012,-0.053,504577854.0,8263048473.0,2022-03-17,0.0006909724976573419,0.008709383331669297,0.010563343880824192
Litecoin,LTC,110.64,-0.002,0.011,0.037,541046078.0,7733039423.0,2022-03-17,0.0026843116974637087,0.009338851588595973,0.009880352791857916
Lido Staked Ether,STETH,2824.49,0.005,0.03,0.035,6987747.0,7293486788.0,2022-03-17,0.0685268577952547,0.00012061363130638338,0.009313927496220707
Near,NEAR,10.9,0.003,0.026,-0.063,392643350.0,7152121268.0,2022-03-17,0.00026445225505028334,0.006777311807626012,0.009131758172042027
Chainlink,LINK,14.54,0.003,0.009,0.037,555565709.0,6790110728.0,2022-03-17,0.00035276475124423624,0.009589471054374962,0.008665256754883452
TRON,TRX,0.060963260767,0.001,0.004,0.002,431830570.0,6203344202.0,2022-03-17,1.4790707701650838e-06,0.007453711927006714,0.00790912568775979
FTX Token,FTT,43.02,0.001,0.016,0.004,63018114.0,5917599044.0,2022-03-17,0.0010437372489375824,0.001087738804455805,0.007540902925093265
LEO Token,LEO,6.23,0.004,0.044,0.068,1071771.0,5840393387.0,2022-03-17,0.00015115023383441517,1.8499552465032554e-05,0.007441412594222902
Bitcoin Cash,BCH,297.65,0.002,0.006,-0.035,1192569491.0,5652413614.0,2022-03-17,0.007221487497801934,0.020584622897010338,0.007199174259113523
OKB,OKB,19.98,0.001,0.049,0.075,170494374.0,5198998452.0,2022-03-17,0.0004847482620395946,0.0029428577716749957,0.006614885150751693
Algorand,ALGO,0.755697,0.013,0.034,-0.017,138333415.0,5010872275.0,2022-03-17,1.8334474809128e-05,0.0023877360634497677,0.006372458153529113
Stellar,XLM,0.190708,0.003,0.021,0.009,202509305.0,4685689241.0,2022-03-17,4.626895437665009e-06,0.003495458929663873,0.005953414149459715
Uniswap,UNI,9.22,0.002,0.02,0.003,158548328.0,4212948930.0,2022-03-17,0.00022369264142230508,0.0027366602679855957,0.005344221872821899
Hedera,HBAR,0.206426,0.001,0.031,-0.031,50736623.0,4083726959.0,2022-03-17,5.008240441834392e-06,0.0008757512743739822,0.0051777012168224236
Axie Infinity,AXS,50.9,0.006,0.01,0.044,229754416.0,3771229668.0,2022-03-17,0.0012349192461926233,0.003965729500858779,0.004775004574040378
Decentraland,MANA,2.45,0.002,0.01,-0.019,385577318.0,3706590158.0,2022-03-17,5.944110317146401e-05,0.006655346919880777,0.004691707488216756
The Sandbox,SAND,3.21,0.004,0.042,0.083,1054426538.0,3671953183.0,2022-03-17,7.787997600316847e-05,0.01820017434718204,0.004647072881932679
Internet Computer,ICP,16.83,0.003,0.034,-0.037,139063958.0,3629124742.0,2022-03-17,0.00040832398648713524,0.0024003457707066933,0.00459188242139749
Ethereum Classic,ETC,27.11,0.004,0.006,-0.036,254873416.0,3623500485.0,2022-03-17,0.0006577340032107167,0.004399301838950734,0.004584634776450567
Elrond,EGLD,159.18,-0.003,-0.02,0.121,163087133.0,3510358610.0,2022-03-17,0.0038619733912149384,0.002815003366675569,0.004438835582240701
Monero,XMR,187.35,0.003,-0.01,-0.0069999999999999,162222710.0,3388734398.0,2022-03-17,0.004545424769726931,0.0028000827925599415,0.004282105705649829
cETH,CETH,56.52,0.001,0.052,0.037,4709.81,3354874341.0,2022-03-17,0.0013712698584481223,8.129477024041048e-08,0.004238472267309691
VeChain,VET,0.048673709569,0.004,0.016,0.002,226027621.0,3250000117.0,2022-03-17,1.1809056758247637e-06,0.0039014022895151983,0.004103327102421934
Filecoin,FIL,17.67,0.002,0.024,-0.062,194035869.0,3150729995.0,2022-03-17,0.00042870379330112445,0.0033492012180434843,0.003975403609933277
Fantom,FTM,1.22,-0.003,0.001,-0.107,662240690.0,3103751456.0,2022-03-17,2.959924319383705e-05,0.011430759359167545,0.003914865165335672
Klaytn,KLAY,1.1,0.004,-0.002,-0.032,40036524.0,3037372912.0,2022-03-17,2.668784222041003e-05,0.0006910597284826096,0.0038293270899942113
Osmosis,OSMO,9.33,0.002,-0.0069999999999999,-0.077,61428078.0,3010426563.0,2022-03-17,0.0002263614256479465,0.001060293618494167,0.0037946029352893523
Waves,WAVES,28.78,0.003,0.0069999999999999,0.008,728914468.0,2875764773.0,2022-03-17,0.0006982510000909095,0.012581597601807933,0.003621072308606189
Frax,FRAX,0.999541,0.001,-0.0,-0.001,15926230.0,2873694989.0,2022-03-17,2.425053863383082e-05,0.0002748983947645303,0.0036184051012668333
Theta Network,THETA,2.87,0.003,0.019,-0.065,102779208.0,2860648763.0,2022-03-17,6.963100657845859e-05,0.0017740444094032153,0.0036015932070121216
Magic Internet Money,MIM,0.998598,0.001,0.001,-0.002,57656794.0,2782892167.0,2022-03-17,2.422765987451464e-05,0.0009951984944251843,0.003501392913873069
Tezos,XTZ,3.1,0.003,0.017,-0.027,74557601.0,2726280216.0,2022-03-17,7.521119177752704e-05,0.0012869188020262384,0.003428440465113948
The Graph,GRT,0.4138,0.012,-0.06,0.193,215095821.0,2557806263.0,2022-03-17,1.0039480987363184e-05,0.003712711414657376,0.003211338118235299
cUSDC,CUSDC,0.022557565168,0.002,0.001,0.001,1167.72,2466484503.0,2022-03-17,5.4728427389783e-07,2.015570248165682e-08,0.0030936572063551774
THORChain,RUNE,8.08,0.006,0.1159999999999999,0.4639999999999999,384542700.0,2430711865.0,2022-03-17,0.0001960343321747484,0.006637488655407987,0.0030475591388168656
Helium,HNT,22.94,0.004,0.057,0.057,21484397.0,2312307759.0,2022-03-17,0.0005565628193841277,0.00037083642819323156,0.0028949788209996163
EOS,EOS,2.09,0.006,0.012,0.009,228300347.0,2061422334.0,2022-03-17,5.070690025118294e-05,0.003940631204904441,0.002571677719581599
Flow,FLOW,5.72,0.01,0.052,-0.053,118680955.0,2031100138.0,2022-03-17,0.00013877677969735032,0.002048520209655484,0.0025326033119542407
Aave,AAVE,147.18,0.0069999999999999,0.071,0.153,406722278.0,2009385126.0,2022-03-17,0.0035708332938722363,0.007020324416837697,0.002504620469599387
IOTA,MIOTA,0.714113,-0.0,0.003,-0.033,23553216.0,1985719860.0,2022-03-17,1.7325577325136422e-05,0.00040654575941338604,0.0024741244510955206
ECOMI,OMI,0.003390695541,0.001,-0.0069999999999999,-0.253,3682195.0,1972387319.0,2022-03-17,8.226391648452511e-08,6.35573826768783e-05,0.002456943599756704
cDAI,CDAI,0.021937899212,0.0,0.001,0.001,187.54,1928856560.0,2022-03-17,5.322501400020134e-07,3.237077761286884e-09,0.0024008481038534954
Theta Fuel,TFUEL,0.164365,0.005,0.012,0.025,15319348.0,1886178774.0,2022-03-17,3.987770138973443e-06,0.00026442316694153087,0.002345851783441967
Maker,MKR,2079.04,0.008,0.052,0.087,96980207.0,1874509741.0,2022-03-17,0.05044099233157826,0.0016739494047387149,0.0023308145957640332
Zcash,ZEC,152.32,0.0,0.023,0.076,357248948.0,1862253242.0,2022-03-17,0.003695538302234027,0.006166378504926599,0.002315020375648501
PancakeSwap,CAKE,6.51,0.002,0.172,0.043,449533416.0,1806774957.0,2022-03-17,0.00015794350277241153,0.007759276015191029,0.00224352881472868
JUNO,JUNO,39.16,0.003,0.021,-0.071,8314477.0,1786829872.0,2022-03-17,0.0009500871842923466,0.00014351396285289158,0.002217826771860403
Gala,GALA,0.230194,-0.001,0.01,-0.0139999999999999,598834885.0,1738051630.0,2022-03-17,5.58489192797117e-06,0.0103363287240924,0.0021549691572188404
BitTorrent,BTT,1.826877e-06,0.002,0.009,-0.017,72096087.0,1685671515.0,2022-03-17,4.428709130905725e-11,0.0012444312674816274,0.0020874700234134293
Arweave,AR,33.62,0.016,0.034,-0.107,39217699.0,1683869236.0,2022-03-17,0.0008156775060191325,0.0006769262092446564,0.0020851475338317304
Huobi BTC,HBTC,40909.07,-0.001,-0.008,-0.027,2193840.0,1631618698.0,2022-03-17,0.9925225518332483,3.786728525019525e-05,0.0020178153781870416
Harmony,ONE,0.13101,0.0069999999999999,0.027,-0.035,66326965.0,1548715682.0,2022-03-17,3.178521976734624e-06,0.0011448519962416206,0.0019109832001771969
Quant,QNT,114.66,0.005,0.018,-0.035,21373345.0,1538860559.0,2022-03-17,0.0027818436300735138,0.0003689195893346071,0.001898283490257778
eCash,XEC,7.9780188e-05,-0.002,0.0069999999999999,0.046,23608652.0,1517444421.0,2022-03-17,1.9355649707028842e-09,0.0004075026253767789,0.0018706857890221633
Bitcoin SV,BSV,78.09,0.002,0.013,-0.065,82946701.0,1484128146.0,2022-03-17,0.0018945941834216291,0.0014317208125157969,0.0018277530901511724
NEO,NEO,20.65,0.001,0.026,-0.03,131240437.0,1456710686.0,2022-03-17,0.0005010035841412287,0.0022653060680082773,0.0017924218427656999
Huobi Token,HT,9.11,0.0,0.013,-0.001,29386478.0,1418233628.0,2022-03-17,0.00022102385719666363,0.0005072321340319199,0.0017428387502814516
TrueUSD,TUSD,1.0,0.0,-0.0,-0.001,96692815.0,1413028225.0,2022-03-17,2.4261674742554178e-05,0.001668988808322101,0.0017361308575323026
Xido Finance,XIDO,48.68,0.047,0.5770000000000001,1.357,1489749.0,1388958494.0,2022-03-17,0.0011810583281842235,2.571415888770062e-05,0.0017051136290777784
Celsius Network,CEL,3.27,0.001,0.03,0.0559999999999999,3708538.0,1388056538.0,2022-03-17,7.933567648988199e-05,6.401208215147349e-05,0.0017039513321120197
KuCoin Token,KCS,18.19,-0.006,-0.011,-0.032,8987570.0,1385861365.0,2022-03-17,0.00044131986418597486,0.0001551320410312955,0.001701122543438054
Enjin Coin,ENJ,1.42,0.004,0.017,0.021,113142084.0,1330338268.0,2022-03-17,3.445157814954874e-05,0.0019529152393198922,0.0016295732359633793
Stacks,STX,1.26,0.004,0.001,0.119,24411447.0,1327159918.0,2022-03-17,3.0569710184979385e-05,0.0004213594550737625,0.0016254774856594627
Humans.ai,HEART,0.041455610624,-0.006,-0.063,-0.5579999999999999,898844.0,1309127902.0,2022-03-17,1.0057825067017175e-06,1.5514705786851595e-05,0.0016022407008458878
Celo,CELO,3.01,-0.025,0.195,0.044,746494395.0,1293158139.0,2022-03-17,7.302764104745677e-05,0.012885040018021791,0.0015816614186206063
Basic Attention Token,BAT,0.851143,0.002,0.035,0.241,207580189.0,1275120629.0,2022-03-17,2.0650154620042295e-05,0.003582986101608341,0.0015584175540165205
Radix,XRD,0.128757,0.02,0.053,0.074,221810.0,1262403652.0,2022-03-17,3.123860423458532e-06,3.828603061912359e-06,0.0015420299433340442
NEXO,NEXO,2.21,0.006,0.0139999999999999,0.02,5428058.0,1240018250.0,2022-03-17,5.361830122460996e-05,9.369225679201962e-05,0.0015131832093227518
Kusama,KSM,134.99,0.0069999999999999,0.064,0.0,69995764.0,1211430260.0,2022-03-17,0.0032750834783216083,0.001208178154146769,0.001476343569657246
Amp,AMP,0.025125131288,-0.002,0.005,-0.033,6754386.0,1207186380.0,2022-03-17,6.095777280737153e-07,0.00011658564952408803,0.0014708747343182226
Chiliz,CHZ,0.203275,0.018,0.025,0.013,108108608.0,1083816831.0,2022-03-17,4.931791904607154e-06,0.001866033756854438,0.0013118957459088956
Kadena,KDA,6.24,0.008,0.003,-0.053,48584887.0,1069867085.0,2022-03-17,0.00015139285058220073,0.0008386107350023261,0.0012939195392547961
Dash,DASH,96.91,0.002,-0.0069999999999999,-0.0289999999999999,165410045.0,1029536952.0,2022-03-17,0.0023511989027541003,0.002855098529182909,0.0012419484994096752
Frax Share,FXS,17.71,0.002,-0.01,-0.012,3134769.0,1023317870.0,2022-03-17,0.00042967426029226675,5.4108408961669635e-05,0.0012339343389202446
Convex Finance,CVX,18.71,0.006,0.024,0.095,22222451.0,1013012985.0,2022-03-17,0.0004539359350708253,0.0003835757808114934,0.001220655047504707
BitDAO,BIT,1.14,0.003,0.012,0.001,42339293.0,1011521016.0,2022-03-17,2.7658309211552368e-05,0.0007308072080564649,0.0012187324359341802
Pax Dollar,USDP,0.99955,-0.001,-0.0,-0.001,71689116.0,995452485.0,2022-03-17,2.425075698890383e-05,0.0012374066499408966,0.001198025877271119
Synthetix Network Token,SNX,4.48,0.001,0.059,-0.06,99940204.0,960919289.0,2022-03-17,0.00010869230297193778,0.0017250411209708567,0.0011535250048020057
GateToken,GT,6.32,-0.004,-0.031,-0.05,6795778.0,959114001.0,2022-03-17,0.00015333378456448542,0.00011730010576113179,0.0011511986377012594
Loopring,LRC,0.715444,-0.001,0.0069999999999999,-0.033,92431592.0,891618804.0,2022-03-17,1.7357869614266684e-05,0.0015954369782635312,0.0010642215981600982
NEM,XEM,0.097812627388,0.003,-0.004,-0.027,12854080.0,880846859.0,2022-03-17,2.373098118919655e-06,0.00022187083560735047,0.0010503404343463203
Mina Protocol,MINA,2.02,-0.013,0.118,0.068,132755480.0,851729245.0,2022-03-17,4.900858301668385e-05,0.0022914568198622465,0.001012818299782845
Curve DAO Token,CRV,2.13,-0.002,0.0559999999999999,-0.011,162949799.0,838186885.0,2022-03-17,5.167736724232528e-05,0.0028126328812470283,0.000995367067198093
Oasis Network,ROSE,0.228057,0.002,0.002,-0.047,46311590.0,795948991.0,2022-03-17,5.533044728969391e-06,0.0007993719637348621,0.000940937609401661
ApeCoin,APE,7.72,0.05,-0.255,0.0,1129583103.0,794922002.0,2022-03-17,0.00018730012925446732,0.019497431706551837,0.0009396141898572846
Secret,SCRT,4.73,0.004,0.0279999999999999,-0.002,7931935.0,784928146.0,2022-03-17,0.00011475772166657741,0.00013691100774487086,0.0009267357029853865
LINK,LN,131.31,0.001,0.017,0.022,2027017.0,784870999.0,2022-03-17,0.003185800515136513,3.498779808281143e-05,0.000926662061050855
cUSDT,CUSDT,0.021768404499,0.0,0.0,0.0,5320.09,775840943.0,2022-03-17,5.281379143985223e-07,9.182865003223173e-08,0.0009150255658233369
Compound,COMP,115.17,0.001,0.051,0.045,55258209.0,766476634.0,2022-03-17,0.0027942170842105785,0.0009537971605121187,0.0009029583386668823
Anchor Protocol,ANC,2.85,-0.005,-0.083,-0.335,77859396.0,754479150.0,2022-03-17,6.914577308288741e-05,0.0013439102020839765,0.0008874978957517745
Decred,DCR,52.84,-0.012,-0.07,-0.059,10725860.0,732991389.0,2022-03-17,0.001281986895263027,0.00018513619961968932,0.0008598078982227945
IoTeX,IOTX,0.077158067035,-0.015,0.0069999999999999,0.0579999999999999,53815127.0,732645462.0,2022-03-17,1.8719838929410604e-06,0.0009288885082250685,0.0008593621227055031
Holo,HOT,0.004092449012,0.002,-0.013,-0.026,45825585.0,726741711.0,2022-03-17,9.928963097265168e-08,0.0007909831614666834,0.0008517543104908329
Bitkub Coin,KUB,7.93,-0.002,0.004,-0.045,2877708.0,703620569.0,2022-03-17,0.0001923950809579646,4.9671347820610834e-05,0.0008219594721711403
yearn.finance,YFI,19370.21,-0.004,0.02,-0.049,79795044.0,691957768.0,2022-03-17,0.46995373541234564,0.0013773209043047264,0.000806930315300353
Neutrino USD,USDN,1.0,-0.001,-0.003,0.008,6067663.0,685994297.0,2022-03-17,2.4261674742554178e-05,0.00010473230756256403,0.0007992455454793304
Nexus Mutual,NXM,95.18,0.006,0.03,0.035,21594.97,655250086.0,2022-03-17,0.0023092262053871944,3.7274499916101854e-07,0.0007596273122618052
XDC Network,XDC,0.052299016906,0.012,0.034,-0.0559999999999999,9542402.0,644478092.0,2022-03-17,1.2688617034073798e-06,0.00016470884773093464,0.0007457460853046463
Smooth Love Potion,SLP,0.017171858167,0.003,0.038,-0.064,237291070.0,642859351.0,2022-03-17,4.166180021869624e-07,0.00409581766902511,0.0007436601102097977
WAX,WAXP,0.276858,0.001,0.01,-0.04,20480550.0,626238810.0,2022-03-17,6.717038719837825e-06,0.00035350929371826857,0.0007222422091441486
Qtum,QTUM,5.97,0.003,0.003,-0.013,61604038.0,621303049.0,2022-03-17,0.00014484219839198994,0.0010633308169738303,0.0007158817879772511
Sushi,SUSHI,3.21,0.012,0.0279999999999999,0.009,138705772.0,618121984.0,2022-03-17,7.787997600316847e-05,0.002394163217997915,0.000711782539014573
PAX Gold,PAXG,1946.03,-0.002,0.005,-0.024,22038867.0,617755161.0,2022-03-17,0.047213946969282196,0.0003804069865077284,0.0007113098360669009
1inch,1INCH,1.49,0.008,-0.003,0.087,64145152.0,617505356.0,2022-03-17,3.614989538404784e-05,0.0011071923058204483,0.0007109879272448171
renBTC,RENBTC,40854.63,0.002,0.009,-0.026,10275356.0,613544826.0,2022-03-17,0.9912017462583035,0.0001773601706137664,0.0007058842281710304
Livepeer,LPT,24.57,0.013,0.032,-0.023,11245178.0,612934461.0,2022-03-17,0.0005961093492731781,0.00019410000866755103,0.0007050976871562743
Marinade staked SOL,MSOL,93.71,0.013,0.0579999999999999,0.027,14128670.0,607857600.0,2022-03-17,0.002273561543462713,0.00024387119256457905,0.0006985554388250044
Bancor Network Token,BNT,2.32,0.005,0.013,0.011,18087546.0,595471450.0,2022-03-17,5.628708545025139e-05,0.0003122042919529355,0.0006825941451893587
Ankr,ANKR,0.072733294373,0.001,0.0069999999999999,-0.05,21277459.0,594634282.0,2022-03-17,1.7646314976465598e-06,0.00036726452674412636,0.0006815153366596408
Pocket Network,POKT,0.697976,-0.003,-0.0,-0.079,1086957.0,587728129.0,2022-03-17,1.6934066679234827e-05,1.8761673947825036e-05,0.0006726157887027942
Zilliqa,ZIL,0.041562864374,0.002,0.013,0.001,30167523.0,585253625.0,2022-03-17,1.0083846623029983e-06,0.0005207135427983927,0.0006694270428094714
OMG Network,OMG,4.13,0.003,0.005,0.037,75465179.0,579014475.0,2022-03-17,0.0001002007167994423,0.0013025842630501972,0.0006613870218839345
Gnosis,GNO,306.2,0.001,0.025,-0.025,1192417.0,571602114.0,2022-03-17,0.007428924817158609,2.0581990790660245e-05,0.0006518351538333773
Render Token,RNDR,2.46,0.001,0.011,-0.073,19940200.0,568806275.0,2022-03-17,5.968371991924959e-05,0.00034418245694578607,0.0006482323226681653
Fei USD,FEI,1.0,0.002,0.003,0.009,6008234.0,560856126.0,2022-03-17,2.4261674742554178e-05,0.0001037065194945491,0.0006379874392591855
ICON,ICX,0.745261,0.002,-0.011,-0.102,27185040.0,547848667.0,2022-03-17,1.8081279971138963e-05,0.0004692337017366663,0.0006212255017279411
SafeMoon,SFM,0.000962072159,0.012,-0.064,-0.152,310296.0,544136940.0,2022-03-17,2.3341445830838253e-08,5.35593623235723e-06,0.0006164424202585293
Ravencoin,RVN,0.051574181471,0.003,-0.003,-0.067,14056137.0,539976450.0,2022-03-17,1.2512759818154346e-06,0.00024261921985870607,0.0006110810446447859
IOST,IOST,0.022801632948,0.0,0.01,-0.027,36690680.0,526323716.0,2022-03-17,5.532057670001148e-07,0.0006333080104217418,0.0005934875796614486
Bitcoin Gold,BTG,29.92,0.0,0.0069999999999999,-0.036,6176845.0,523876360.0,2022-03-17,0.0007259093093384661,0.00010661686885153079,0.0005903338177784616
Kava,KAVA,3.21,0.001,0.013,-0.009,15300789.0,517309409.0,2022-03-17,7.787997600316847e-05,0.0002641028250082275,0.0005818713792320289
Rally,RLY,0.196257,0.015,0.09,-0.001,7033356.0,510399595.0,2022-03-17,4.76152347101123e-06,0.00012140087605211514,0.0005729671135625759
e-Radix,EXRD,0.128151,0.009,0.05,0.078,2236562.0,508057632.0,2022-03-17,3.1091578485427247e-06,3.8604698261380586e-05,0.0005699491653602032
UMA,UMA,7.69,-0.003,-0.006,-0.046,62505441.0,503852158.0,2022-03-17,0.00018657227901111058,0.0010788896929749888,0.0005645298215454526
OEC Token,OKT,32.97,0.001,0.024,-0.083,3504725.0,502905278.0,2022-03-17,0.0007999074174130695,6.04941204912348e-05,0.0005633096336971123
Songbird,SGB,0.063697975897,0.003,0.0139999999999999,-0.1169999999999999,1141938.0,495479119.0,2022-03-17,1.5454195392611471e-06,1.971068627795895e-05,0.0005537399849859314
WOO Network,WOO,0.512092,0.004,0.04,0.018,49800358.0,489182316.0,2022-03-17,1.2424209524697256e-05,0.0008595906547185952,0.0005456256700738065
Moonbeam,GLMR,2.41,-0.004,0.0139999999999999,-0.08,44775987.0,485893979.0,2022-03-17,5.847063618032167e-05,0.0007728663312219825,0.00054138818607515
Velas,VLX,0.213294,0.002,0.001,-0.049,3415563.0,485455669.0,2022-03-17,5.174869624213532e-06,5.8955119065662325e-05,0.000540823362089211
Tether Gold,XAUT,1958.19,0.001,0.004,-0.023,2671319.0,483043378.0,2022-03-17,0.04750896893458947,4.6108922513613723e-05,0.0005377147863828271
Horizen,ZEN,39.44,0.001,0.021,-0.054,25684055.0,480024115.0,2022-03-17,0.000956880453230343,0.0004433256012593004,0.0005338240420186591
Sapphire,SAPP,0.569767,0.005,0.012,-0.045,241909.0,478721909.0,2022-03-17,1.3823501617550619e-05,4.1755265231691845e-06,0.0005321459667216459
Rocket Pool,RPL,29.01,0.003,-0.034,0.0289999999999999,1766976.0,469695713.0,2022-03-17,0.0007038311852899779,3.0499299959089543e-05,0.0005205144456461793
Golem,GLM,0.466554,0.001,0.003,-0.088,12086033.0,466317264.0,2022-03-17,1.131938137863126e-05,0.00020861378184109736,0.0005161608396812867
Liquity USD,LUSD,1.01,0.001,0.002,0.001,3788413.0,465309713.0,2022-03-17,2.4504291490339764e-05,6.539078315490096e-05,0.0005148624687295472
Audius,AUDIO,0.743362,0.001,0.01,-0.046,6575647.0,457745959.0,2022-03-17,1.803520705073448e-05,0.00011350048346898163,0.0005051155095386937
STEPN,GMT,0.761181,0.013,0.425,4.6080000000000005,1358531219.0,456251258.0,2022-03-17,1.8467525833613615e-05,0.02344924387884644,0.000503189377402518
Baby Doge Coin,BABYDOGE,2.83e-09,0.004,-0.012,-0.071,9830393.0,449901755.0,2022-03-17,3.2656214251939735e-14,0.0001696797833262784,0.0004950071511398445
Siacoin,SC,0.008924907028,0.006,0.002,-0.0579999999999999,8429351.0,448569310.0,2022-03-17,2.1653315573788174e-07,0.0001454967722308913,0.000493290108644933
Ontology,ONT,0.509902,0.004,0.021,-0.027,26504330.0,446660094.0,2022-03-17,1.2371076456932212e-05,0.0004574841485592876,0.0004908298157217992
0x,ZRX,0.51816,0.003,0.016,-0.01,24224308.0,439124277.0,2022-03-17,1.2571429367253547e-05,0.00041812929886618294,0.00048111885727857907
Metis Token,METIS,146.26,0.0069999999999999,-0.001,-0.075,36285014.0,438927006.0,2022-03-17,0.0035485125530759624,0.0006263059181368415,0.00048086464589273297
APENFT,NFT,1.538902e-06,0.001,0.01,-0.052,52887977.0,426608620.0,2022-03-17,3.730033551470186e-11,0.0009128852201458473,0.00046499067568704134
Synapse,SYN,2.42,0.004,0.111,-0.011,8785527.0,425904952.0,2022-03-17,5.871325292810725e-05,0.0001516446308674708,0.00046408390065444383
dYdX,DYDX,4.8,0.0,0.034,-0.053,84542474.0,410559152.0,2022-03-17,0.00011645603890107649,0.0014592650232994272,0.0004443086823764566
SwissBorg,CHSB,0.426636,-0.004,-0.002,-0.077,717426.0,407989611.0,2022-03-17,1.035090384482076e-05,1.2383298229545719e-05,0.0004409974679627904
Everdome,DOME,0.047881406153,-0.025,0.131,0.038,59460882.0,407661797.0,2022-03-17,1.1616830680198308e-06,0.001026338374686486,0.0004405750335895691
SKALE,SKL,0.123037,0.002,-0.026,-0.013,8458820.0,399524174.0,2022-03-17,2.9850836437251767e-06,0.0001460054287550854,0.000430088563605015
Dogelon Mars,ELON,7.16912e-07,0.006,-0.01,-0.035,8089301.0,395179401.0,2022-03-17,1.735748146347455e-11,0.00013962726016559534,0.0004244897134673027
Convex CRV,CVXCRV,2.1,0.022,0.083,0.022,284039.0,394323956.0,2022-03-17,5.094951699896853e-05,4.902721180751654e-06,0.0004233873524564846
Olympus,OHM,27.85,0.002,-0.005,-0.147,8810942.0,391190971.0,2022-03-17,0.00067568764254685,0.00015208331238236419,0.0004193500613255784
Constellation,DAG,0.149017,-0.001,-0.02,0.125,925421.0,376819046.0,2022-03-17,3.615401954472127e-06,1.5973444272837097e-05,0.0004008298177442817
Immutable X,IMX,1.59,0.001,0.01,0.001,74989985.0,374143811.0,2022-03-17,3.8576062861903696e-05,0.0012943820665603978,0.0003973824017692324
Gemini Dollar,GUSD,0.999103,-0.001,-0.002,-0.001,2599754.0,370970338.0,2022-03-17,2.423991202027781e-05,4.487365819674001e-05,0.0003932929361646826
JUST,JST,0.049988160157,0.005,0.022,-0.044,46444031.0,365218776.0,2022-03-17,1.2127964485033047e-06,0.0008016579923995875,0.00038588124084808933
NuCypher,NU,0.423049,0.004,0.008,-0.107,4447816.0,358798163.0,2022-03-17,1.0263877217390071e-05,7.677256190623858e-05,0.00037760737936459016
Polymath,POLY,0.396075,0.002,0.0289999999999999,-0.047,16295087.0,356459406.0,2022-03-17,9.609442801913235e-06,0.0002812651367491469,0.00037459356254342926
Ethereum Name Service,ENS,15.1,-0.003,0.075,0.0289999999999999,130802509.0,350492086.0,2022-03-17,0.00036635128912022906,0.0022577471099734857,0.0003669038327453999
Illuvium,ILV,543.69,0.0069999999999999,0.045,0.025,10973374.0,349615509.0,2022-03-17,0.01319082996031847,0.00018940847254816944,0.00036577424018506
REN,REN,0.34295,0.002,0.011,-0.153,45489119.0,343396923.0,2022-03-17,8.320541329302313e-06,0.0007851755118664426,0.00035776071886128174
Decentralized Social,DESO,32.58,-0.019,-0.038,0.053,665903.0,343383679.0,2022-03-17,0.0007904453642494317,1.1493973512179908e-05,0.00035774365210745505
Keep Network,KEEP,0.623793,0.001,0.023,-0.066,1863025.0,342624992.0,2022-03-17,1.513426285913702e-05,3.215717604895754e-05,0.0003567659773671567
Hive,HIVE,0.921978,0.003,0.063,0.008,27492473.0,342506941.0,2022-03-17,2.2368730352981486e-05,0.00047454022049205557,0.0003566138520760063
Flux,FLUX,1.43,0.002,0.003,0.044,11148974.0,328526106.0,2022-03-17,3.469419489733433e-05,0.00019243945716415525,0.0003385975828796449
Nervos Network,CKB,0.010823610593,0.002,0.026,-0.025,5885924.0,326436851.0,2022-03-17,2.6259888413280144e-07,0.00010159535931014578,0.00033590528442251804
